x cod
-0.25 7.702570200854387e-08
-0.24 7.092261197699112e-08
-0.23 1.8477843100223583e-08
-0.22 -1.2986123933815193e-07
-0.21 -2.862212578543754e-06
-0.2 -0.0032137355060710285
-0.19 0.00863601252838093
-0.18 0.011882696701324035
-0.16999999999999998 0.01427674983923202
-0.16 0.016263086551468037
-0.15 0.01786607622705538
-0.14 0.01930844589083146
-0.13 0.02048241471761116
-0.12 0.021571668769073526
-0.10999999999999999 0.022486047739237156
-0.1 0.023317126415620955
-0.09 0.02404646864934504
-0.07999999999999999 0.024673535193640756
-0.07 0.02522765325947438
-0.06 0.02566815893977827
-0.04999999999999999 0.02608543594590624
-0.04000000000000001 0.026409873245023918
-0.03 0.026627594579781155
-0.01999999999999999 0.026799838387297877
-0.010000000000000009 0.02689559241028008
0.0 0.02693086067715089
0.010000000000000009 0.026896853313233823
0.020000000000000018 0.026798230860441388
0.030000000000000027 0.02662257330575446
0.03999999999999998 0.026400169637051104
0.04999999999999999 0.02605816764419642
0.06 0.025686919300034073
0.07 0.02523507159281777
0.08000000000000002 0.024689705442127938
0.09000000000000002 0.024066098575216372
0.09999999999999998 0.023307959847809378
0.10999999999999999 0.02249335913277822
0.12 0.02160695203939288
0.13 0.020446203040798992
0.14 0.01926382083049638
0.15000000000000002 0.017886371664252478
0.15999999999999998 0.01624863914716619
0.16999999999999998 0.014285087037732448
0.18 0.011842875902827578
0.19 0.008656205693650604
0.2 -0.0013070537949331881
0.21000000000000002 -2.558869407174757e-06
0.21999999999999997 -2.334536121155755e-07
0.22999999999999998 4.70970658188369e-08
0.24 7.953733398901552e-08
0.25 7.511867446197892e-08
