x cod0 cod1 cod2 cod3 cod4 cod5 cod6 cod7 cod8 cod9
-1.3632 3.444391323272111e-10 3.170655741668229e-10 6.911328485438852e-10 5.459867310579003e-10 4.271491732146138e-10 5.12642483276483e-10 3.9394900485405844e-10 2.5632936248017753e-10 4.084478903134738e-10 5.617971980016674e-10
-1.3616 3.4627945534724465e-10 3.21673934044241e-10 6.981067742272161e-10 5.511612142111888e-10 4.326961806525189e-10 5.182306671458128e-10 3.9890626678196627e-10 2.6105810584211475e-10 4.138327776869783e-10 5.681026308395582e-10
-1.3599999999999999 3.4812683411930693e-10 3.2632902298778607e-10 7.051353650279363e-10 5.562937930288483e-10 4.382146872969398e-10 5.238639571640741e-10 4.0382464497624014e-10 2.6570331490940636e-10 4.192680998375812e-10 5.743603332061347e-10
-1.3584 3.499812686433974e-10 3.3085164846505983e-10 7.122187661244915e-10 5.614141298166942e-10 4.4381413591701595e-10 5.295423499048713e-10 4.087340754093315e-10 2.704674680752369e-10 4.2475400733392315e-10 5.806689866629945e-10
-1.3568 3.5184275891951677e-10 3.3541236374672844e-10 7.193571226953295e-10 5.66573844265699e-10 4.495197319339234e-10 5.352658419418108e-10 4.1368983378833295e-10 2.753815859248594e-10 4.3029065074464626e-10 5.870285605117839e-10
-1.3552 3.537113049476646e-10 3.400185067489066e-10 7.265504347404498e-10 5.718940647802019e-10 4.552771573259912e-10 5.410344332748919e-10 4.18764752794509e-10 2.8034673983412927e-10 4.3587803006974953e-10 5.934390547525028e-10
-1.3536 3.55586906727841e-10 3.4478759684525594e-10 7.337987022598518e-10 5.772658674619188e-10 4.6108641209321894e-10 5.468481239041149e-10 4.2393895700885985e-10 2.8536292980304686e-10 4.4151614530923365e-10 5.999004693851507e-10
-1.3519999999999999 3.574695642600461e-10 3.4964331620890045e-10 7.41101925253536e-10 5.82677713762907e-10 4.66947496235607e-10 5.527069138294792e-10 4.291600914773851e-10 2.9039016935743095e-10 4.47204996463098e-10 6.064128044097281e-10
-1.3504 3.5931722879485267e-10 3.545453931285326e-10 7.484601037215009e-10 5.881296036831653e-10 4.728604097531541e-10 5.586108030509852e-10 4.3442815620008353e-10 2.954015619444347e-10 4.529445835313425e-10 6.129760598262336e-10
-1.3488 3.61146748047735e-10 3.594938276041535e-10 7.558732376637486e-10 5.93621537222696e-10 4.788251526458624e-10 5.645597915686331e-10 4.3974315117695677e-10 3.005720533757067e-10 4.58734906513968e-10 6.195902356346689e-10
-1.3472 3.6298233745168153e-10 3.6448861963576255e-10 7.633413270802786e-10 5.991331220082358e-10 4.848094303236496e-10 5.705538793824231e-10 4.4510507640800405e-10 3.0579642983236724e-10 4.645759654109745e-10 6.262553318350336e-10
-1.3456000000000001 3.6482399700669214e-10 3.695297692233592e-10 7.70796251477289e-10 6.0455483048437e-10 4.907287649976675e-10 5.765930664923538e-10 4.505139318932246e-10 3.1107094895313214e-10 4.703821475761938e-10 6.329713484273266e-10
-1.3439999999999999 3.6667172671276733e-10 3.7461727636694497e-10 7.782339367269188e-10 6.100155150171334e-10 4.966988224930805e-10 5.827944781918807e-10 4.5587338030454646e-10 3.163956107380041e-10 4.761894955068621e-10 6.397382854115505e-10
-1.3424 3.685255265699065e-10 3.7967346872097135e-10 7.85725604271569e-10 6.155151756065216e-10 5.027196028098856e-10 5.900935072140682e-10 4.6122597736874126e-10 3.217704151869797e-10 4.820465953528108e-10 6.465561427877017e-10
-1.3408 3.703853965781101e-10 3.8470462452112214e-10 7.936295774928137e-10 6.210538122525377e-10 5.087911059480856e-10 5.974501631763027e-10 4.666244441304544e-10 3.2719536230006154e-10 4.879534471140422e-10 6.534249205557832e-10
-1.3392 3.7225133673737835e-10 3.8978107418927553e-10 8.022311231015767e-10 6.266314249551807e-10 5.149133319076785e-10 6.048644460785828e-10 4.720687805896848e-10 3.3267045207724836e-10 4.939100507905549e-10 6.603446187157938e-10
-1.3376000000000001 3.7412334704771017e-10 3.949028177254305e-10 8.10901635032504e-10 6.322480137144501e-10 5.210862806886654e-10 6.123363559209079e-10 4.775589867464323e-10 3.381956845185403e-10 4.999164063823495e-10 6.673152372677327e-10
-1.3359999999999999 3.760014275091071e-10 5.122444533061311e-10 8.196411132855997e-10 6.379035785303483e-10 5.273099522910466e-10 6.19880708712246e-10 4.830950626006985e-10 3.4377105962393873e-10 5.065387101422524e-10 6.764346506121732e-10
-1.3344 3.778855781215677e-10 5.462748070167902e-10 8.284495578608582e-10 6.435981194028717e-10 5.335843467148206e-10 6.278963303378562e-10 4.886770081524816e-10 3.4939657739344084e-10 5.133655617882773e-10 6.860271497416381e-10
-1.3328 3.7977579888509274e-10 5.761291605634955e-10 8.373269687582832e-10 6.493316363320228e-10 5.399094639599887e-10 6.359780019551333e-10 4.943048234017825e-10 3.5507223782704916e-10 5.202543865726262e-10 6.956970705650211e-10
-1.3312 3.816720897996823e-10 6.01807513946242e-10 8.462733459778739e-10 6.551041293178011e-10 5.462853040265506e-10 6.44125723564077e-10 4.999785083486014e-10 3.607980409247629e-10 5.272051844952986e-10 7.060118960293808e-10
-1.3296000000000001 3.835744508653358e-10 6.232236881236346e-10 8.552886895196293e-10 6.609155983602056e-10 5.527118669145052e-10 6.523394951646854e-10 5.056980629929367e-10 3.665739866865811e-10 5.342179555562926e-10 7.164210925296769e-10
-1.3279999999999998 3.8548288208205393e-10 6.385388481710464e-10 8.643729993835528e-10 6.667660434592388e-10 5.596269167015671e-10 6.606193167569623e-10 5.114634873347912e-10 3.7240007511250623e-10 5.412926997556127e-10 7.269186962040906e-10
-1.3264 3.8752979334119384e-10 6.43611071158439e-10 8.735262755696389e-10 6.726554646148978e-10 5.68194012778887e-10 6.689651883409023e-10 5.172747813741621e-10 3.7827630620253505e-10 5.484294170932542e-10 7.375047070526164e-10
-1.3248 3.897853931121071e-10 6.386603818459233e-10 8.82748518077892e-10 6.794053563351808e-10 5.768548735826784e-10 6.773771099165102e-10 5.23131945111051e-10 3.8420267995666977e-10 5.556281075692193e-10 7.481791250752582e-10
-1.3232 3.9205314990036307e-10 6.185619956357867e-10 8.920968726035419e-10 6.866911159612689e-10 5.8560949911294e-10 6.858550814837838e-10 5.290349785454574e-10 3.9017919637491e-10 5.640443831074699e-10 7.589419502720145e-10
-1.3216 3.9433306370596116e-10 5.876989879043135e-10 9.024087918732881e-10 6.940344445455686e-10 5.944578893696701e-10 6.943991030427226e-10 5.353165213229553e-10 3.9620585545725486e-10 5.726272942395093e-10 7.697931826428837e-10
-1.3199999999999998 3.966251345289026e-10 5.481619587793275e-10 9.177303276751639e-10 7.014353420880826e-10 6.323350280881388e-10 7.040601608472609e-10 5.427923621555345e-10 5.711377034453089e-10 5.812916747875953e-10 7.838347221228745e-10
-1.3184 3.9892936236918613e-10 4.889843708821456e-10 9.45567148761042e-10 7.088938085888062e-10 6.816820859299355e-10 7.182749606000453e-10 5.503368197704117e-10 6.420327269112325e-10 5.900375247517246e-10 7.994408140388086e-10
-1.3168 4.0124574722681235e-10 3.881144480228241e-10 9.73222074732089e-10 7.164098440477435e-10 6.987174886948753e-10 7.325322207141462e-10 5.579498941675884e-10 6.950502284089932e-10 5.988648441318999e-10 8.151291277636556e-10
-1.3152 4.035742891017814e-10 2.7742800351114846e-10 1.0025832859537369e-09 7.239834484648929e-10 7.157737974745817e-10 7.468319411895614e-10 5.656315853470646e-10 7.281439337893243e-10 6.293882632037066e-10 8.308996632974132e-10
-1.3136 4.059149879940926e-10 3.002859452292721e-10 1.0687184273870775e-09 7.31614621840253e-10 7.328510122690514e-10 7.611741220262889e-10 5.733818933088389e-10 7.335293906359116e-10 7.446619012893469e-10 8.467524206400795e-10
-1.3119999999999998 4.08267843903747e-10 1.7327565906925027e-10 1.1284378466265275e-09 7.39303364173828e-10 7.49949133078292e-10 7.755587632243345e-10 5.812008180529146e-10 7.662489694530457e-10 8.20014836735759e-10 8.626873997916605e-10
-1.3104 4.1066086009073454e-10 1.3290712913828599e-10 1.1806758553583751e-09 8.172445036104218e-10 7.670681599022937e-10 7.961301143728571e-10 6.746721793898196e-10 -4.5847198585795946e-11 8.656721168331674e-10 8.924869156369896e-10
-1.3088 4.135201665988983e-10 1.558626093116543e-10 1.2279431495652465e-09 9.426606444031249e-10 8.37365267291476e-10 8.244032182368156e-10 8.545181801818746e-10 3.008905277742177e-12 8.929703474112425e-10 9.223143176961358e-10
-1.3072 4.164054997540289e-10 1.7766309945906965e-10 1.2744289243605139e-09 1.0751451765991013e-09 9.162873433569399e-10 8.734051809565699e-10 2.2525138122216273e-10 3.123296026910017e-11 8.991334319726944e-10 9.907448329698175e-10
-1.3056 4.193169107011882e-10 2.0734664556490548e-10 1.3238459317655999e-09 9.246182039597459e-10 9.765045420802054e-10 1.1711779988991157e-10 1.7476614618397535e-10 5.529219672761986e-11 9.204832552363231e-10 1.091251550948222e-09
-1.3039999999999998 4.2225487449050045e-10 2.385190431479632e-10 1.363058099398172e-09 5.783445427707795e-10 1.0384913500924068e-09 3.136448325245035e-10 2.967960884822295e-10 8.000201375302206e-11 9.045518460826949e-10 1.1661642646626477e-09
-1.3024 4.2521960760643154e-10 2.5846649852211255e-10 1.3935486028006396e-09 5.547082066524179e-10 1.1040481506620402e-09 4.6005699466828477e-10 3.5286580453153543e-10 1.053624113452933e-10 8.155233100179387e-10 1.213971656914019e-09
-1.3008 4.282111312619535e-10 2.717697215669382e-10 1.4013308244266964e-09 5.820287438681002e-10 1.2078641017807226e-09 4.691925216275358e-10 3.6566945801275365e-10 1.284207623814406e-10 3.512052992120584e-10 1.2479914106917412e-09
-1.2992 4.3121255078628355e-10 2.8525590776806956e-10 1.1654314618176275e-09 6.098907002124075e-10 9.79439616464621e-10 4.784501369706608e-10 3.786454461839556e-10 1.4495614939675638e-10 3.6073920880939286e-10 1.2649307914327632e-09
-1.2976 4.3421501618619137e-10 2.989250571255036e-10 6.101802889826097e-10 6.382940756853359e-10 7.623784252730027e-10 4.878298406976573e-10 3.9179376904514007e-10 1.6171028855705094e-10 3.704091589044141e-10 1.2588315311770225e-09
-1.2959999999999998 4.2102885831759165e-10 3.1277716963924703e-10 4.763240709677618e-10 6.78593302476509e-10 6.07775740244785e-10 4.973316328085311e-10 4.051144265963107e-10 1.786831798623317e-10 3.80215149497126e-10 1.2274989004658224e-09
-1.2944 4.101008962559368e-10 3.2681224530929276e-10 4.336980889656635e-10 7.443617370093248e-10 5.024178098925623e-10 5.069555133032756e-10 4.186074188374618e-10 1.920084430121699e-10 3.9015718058752403e-10 1.1773230112044734e-09
-1.2928 4.0421290671888975e-10 3.4103028413564443e-10 4.3995315900082717e-10 7.585719181876965e-10 4.699008491965543e-10 5.165933320477263e-10 4.322727457685984e-10 2.0518425541778477e-10 4.001907086099169e-10 1.1110711209241808e-09
-1.2912 4.0377771505241495e-10 3.554312861183026e-10 4.735906639659329e-10 7.729317861707221e-10 4.809691934009586e-10 5.261554922629134e-10 4.46110407389719e-10 2.1853726879845454e-10 4.102438140446444e-10 1.0382353875525863e-09
-1.2896 4.0204771906975304e-10 3.70015251257264e-10 5.303600989192014e-10 7.847791667004097e-10 4.921811480488194e-10 5.358354525196857e-10 4.6012040370082114e-10 2.3206748315417781e-10 4.204309059194759e-10 9.616550170581288e-10
-1.2879999999999998 4.0119275807090317e-10 3.836486132523323e-10 6.125483098372265e-10 7.953774556912267e-10 5.035367131401398e-10 5.456332128180473e-10 4.72034991872604e-10 2.457748984849603e-10 4.3075198423441626e-10 8.799669561481258e-10
-1.2864 4.012128320558664e-10 3.930448277229404e-10 7.028156392835996e-10 8.06084069014485e-10 5.150358886749144e-10 5.555487731579931e-10 4.819435651961502e-10 2.5955432617910717e-10 4.4120704898945915e-10 7.907296872741065e-10
-1.2848 4.0400795689539873e-10 4.0256405097658256e-10 7.858075132054677e-10 8.168990066701895e-10 5.266786746531468e-10 5.655821335395272e-10 4.919782167415078e-10 2.692831868672904e-10 4.517961001846095e-10 7.138253841642199e-10
-1.2832 4.087193065069251e-10 4.1220628301325823e-10 8.56624584641782e-10 8.278222686583374e-10 5.384650710748361e-10 5.756872791251053e-10 5.021389465086747e-10 2.7914343677380603e-10 4.6248424496270013e-10 6.678907426701565e-10
-1.2816 4.1194767801501516e-10 4.219715238329661e-10 9.136611791698362e-10 8.388538549789288e-10 5.503950779399812e-10 5.858287744548768e-10 5.124257544976502e-10 2.8913507589865256e-10 4.73275710308308e-10 6.348726531222399e-10
-1.2799999999999998 4.1595572068508085e-10 4.3185977343571014e-10 9.492893344237473e-10 8.499937656319671e-10 5.624549846451884e-10 5.960644227084861e-10 5.228386407084385e-10 2.992524896587344e-10 4.842002041434361e-10 6.240257843646708e-10
-1.2784 4.207733958646933e-10 4.4184847062399826e-10 9.634841995992798e-10 8.612026170194226e-10 5.745959518789265e-10 6.064158368760705e-10 5.333355761618886e-10 3.0943461832802804e-10 4.952577264680812e-10 6.715617575029377e-10
-1.2768 4.2661536782917876e-10 4.519122796786986e-10 9.778238944684942e-10 8.725074883157726e-10 5.868330460197291e-10 6.168830169576343e-10 5.439463337319454e-10 3.196596525921733e-10 5.064482772822466e-10 6.872476675934954e-10
-1.2752 4.335160204880793e-10 4.620981345085192e-10 9.92276169710553e-10 8.838089849492773e-10 5.991750471697282e-10 6.274659629531765e-10 5.5464203530085e-10 3.2996582135114927e-10 5.177446224093676e-10 6.993547626379103e-10
-1.2736 4.411100443653586e-10 4.723557241625168e-10 1.0068373787363647e-09 8.951910476562836e-10 6.116209670157647e-10 6.381646748626959e-10 5.653843104813628e-10 3.4039961252169117e-10 5.291357988912905e-10 7.115960103741763e-10
-1.272 4.4837508945016054e-10 4.825966455503242e-10 1.0215427314079713e-09 9.066782084416209e-10 6.242071889388559e-10 6.489791526861949e-10 5.762372230639624e-10 3.509610261038015e-10 5.406593004425086e-10 7.239714108022974e-10
-1.2704 4.555304896639225e-10 4.929563902539661e-10 1.0363922277253701e-09 9.18270467305286e-10 6.369337129389997e-10 6.599093964236721e-10 5.872128784760541e-10 3.616423333408956e-10 5.523151270630204e-10 7.364809639222709e-10
-1.2688 4.632465012817218e-10 5.034349582734443e-10 1.0513858676885609e-09 9.299678242472799e-10 6.498005390161972e-10 6.709554060751272e-10 5.983112767176395e-10 3.7243103075243447e-10 5.641032787528271e-10 7.491246697340986e-10
-1.2671999999999999 4.71533809695233e-10 5.140323496087578e-10 1.0665236512975458e-09 9.416209654367368e-10 6.627491911825504e-10 6.821171816405615e-10 6.095324177887169e-10 3.8334563830539777e-10 5.760237555119272e-10 7.619025282377784e-10
-1.2656 4.806423791013364e-10 5.247485642599056e-10 1.0816804016793225e-09 9.53258196595913e-10 6.756205089022245e-10 6.933947231199725e-10 6.208763016892861e-10 3.943861559997851e-10 5.879979106880654e-10 7.748145394333099e-10
-1.264 4.931599044842137e-10 5.355836022268917e-10 1.09684285170332e-09 9.649975917136096e-10 6.886292159191278e-10 7.047880305133631e-10 6.323429284193497e-10 4.055525838355992e-10 5.9995918221479e-10 7.878607033206968e-10
-1.2624 5.094292733716034e-10 5.465374635097128e-10 1.1121466574034484e-09 9.768391507898252e-10 7.017753122332586e-10 7.162971038207318e-10 6.437785531207917e-10 4.1684492181283867e-10 6.120502129875253e-10 8.010410198999362e-10
-1.2608 5.263957121973999e-10 5.576101481083691e-10 1.1275918187797052e-09 9.887828738245605e-10 7.150587978446173e-10 7.279219430420784e-10 6.55249470038403e-10 4.2826316993150354e-10 6.242710030062714e-10 8.143554891710289e-10
-1.2591999999999999 5.440592209616023e-10 5.686229352798702e-10 1.1431783358320923e-09 1.0008287608178157e-09 7.284796727532034e-10 7.39662548177404e-10 6.668403080782212e-10 4.398073281915933e-10 6.366215522710272e-10 8.278041111339755e-10
-1.2576 5.778350348022277e-10 5.796904028151422e-10 1.1589062085606083e-09 1.0129768117695885e-09 7.420379369590165e-10 7.51518919226706e-10 6.785510672402449e-10 4.514773965931071e-10 6.491018607817913e-10 8.413868857887722e-10
-1.256 5.979748327568089e-10 5.908738677560263e-10 1.1747754369652552e-09 1.0252270266798817e-09 7.55733590462057e-10 7.634910561899884e-10 6.903817475244766e-10 4.6327337513604715e-10 6.617119285385687e-10 8.551038131354244e-10
-1.2544 6.027072081019579e-10 6.021733301025187e-10 1.1907860210460328e-09 1.0375794055486945e-09 7.695666332623256e-10 7.755789590672489e-10 7.023323489309159e-10 4.751952638204132e-10 6.744517555413559e-10 8.689548931739298e-10
-1.2528 6.074618499068372e-10 6.135887898546196e-10 1.2069379608029397e-09 1.0500339483760265e-09 7.835370653598223e-10 7.877826278584875e-10 7.144028714595624e-10 4.872430626462043e-10 6.873213417901537e-10 8.829401259042884e-10
-1.2511999999999999 6.122387581714468e-10 6.251202470123304e-10 1.2232312562359768e-09 1.062590655161878e-09 7.976448867545469e-10 8.001020625637042e-10 7.265933151104156e-10 4.99416771613421e-10 7.003206872849614e-10 8.970595113265001e-10
-1.2496 6.170379328957861e-10 6.36767701575648e-10 1.2396659073451418e-09 1.0752495259062477e-09 8.118900974464972e-10 8.125372631828981e-10 7.389036798834739e-10 5.117163907220607e-10 7.134497920257775e-10 9.113130494405629e-10
-1.248 6.218593740798566e-10 6.485311535445769e-10 1.2562419141304381e-09 1.0880105606091381e-09 8.262726974356771e-10 8.25088229716072e-10 7.513339657787409e-10 5.241419199721276e-10 7.267086560126061e-10 9.257007402464814e-10
-1.2464 6.267030817236573e-10 6.604106029191127e-10 1.2729592765918651e-09 1.1008737592705474e-09 8.407926867220836e-10 8.377549621632232e-10 7.638841727962145e-10 5.366933593636198e-10 7.400972792454454e-10 9.402225837442523e-10
-1.2448000000000001 6.315690558271879e-10 6.724060496992568e-10 1.2898179947294202e-09 1.1138391218904751e-09 8.55450065305716e-10 8.505374605243525e-10 7.765543009358941e-10 5.493707088965348e-10 7.536156617242929e-10 9.548785799338735e-10
-1.2431999999999999 6.364572963904502e-10 6.845174938850136e-10 1.3068180685431088e-09 1.1269066484689255e-09 8.702448331865811e-10 8.63435724799463e-10 7.893443501977833e-10 5.6217396857088e-10 7.672638034491541e-10 9.69668728815354e-10
-1.2416 6.413678034134415e-10 6.967449354763759e-10 1.3239594980329234e-09 1.1400763390058915e-09 8.851769903646686e-10 8.764497549885478e-10 8.022543205818767e-10 5.751031383866468e-10 7.810417044200228e-10 9.845930303886823e-10
-1.24 6.463005768961642e-10 7.090883744733479e-10 1.3412422831988692e-09 1.1533481935013788e-09 9.002465368399858e-10 8.895795510916127e-10 8.152842120881784e-10 5.881582183438397e-10 7.949493646369036e-10 9.996514846538665e-10
-1.2384 6.512556168386171e-10 7.215478108759289e-10 1.358666424040946e-09 1.1667222119553857e-09 9.154534726125311e-10 9.028251131086567e-10 8.284340247166875e-10 6.013392084424575e-10 8.08986784099793e-10 1.0148440916109026e-09
-1.2368000000000001 6.562329232407995e-10 7.341232446841175e-10 1.3762319205591499e-09 1.1801983943679094e-09 9.307977976823021e-10 9.161864410396763e-10 8.417037584674016e-10 6.146461086824998e-10 8.231539628086934e-10 1.0301708512597907e-09
-1.2351999999999999 6.61232496102714e-10 7.468146758979195e-10 1.3939387727534888e-09 1.1937767407389572e-09 9.462795120493038e-10 9.296635348846776e-10 8.550934133403261e-10 6.280789190639703e-10 8.374509007636061e-10 1.0456317636005355e-09
-1.2336 6.66254335424357e-10 7.59622104517325e-10 1.411786980623952e-09 1.2074572510685197e-09 9.6189861571353e-10 9.432563946436558e-10 8.686029893354539e-10 6.416376395868631e-10 8.51877597964526e-10 1.0612268286331291e-09
-1.232 6.712984412057317e-10 7.72545530542342e-10 1.429776544170549e-09 1.221239925356604e-09 9.776551086749866e-10 9.568481254350789e-10 8.822324864527909e-10 6.553222702511827e-10 8.664340544114585e-10 1.0769560463575796e-09
-1.2304 6.763648134468364e-10 7.855849539729686e-10 1.4479074633932742e-09 1.2351247636032081e-09 9.93548990933669e-10 9.705175754263125e-10 8.959819046923344e-10 6.691328110569281e-10 8.811202701044006e-10 1.0928194167738811e-09
-1.2288000000000001 6.814534521476709e-10 7.987403748092021e-10 1.4660615511957174e-09 1.249111765808329e-09 1.009580262489577e-09 9.84301257005364e-10 9.098512440540836e-10 6.830692620040964e-10 8.95936245043352e-10 1.1088169398820349e-09
-1.2271999999999998 6.859018577207814e-10 8.120117930510472e-10 1.4843482539407546e-09 1.2632009319719725e-09 1.025748923342719e-09 9.981991701722413e-10 9.238405045380433e-10 6.971316230926941e-10 9.10881979228317e-10 1.124948615682046e-09
-1.2256 6.901568684302968e-10 8.253992086984976e-10 1.5027752326504169e-09 1.2773922620941322e-09 1.0420549734930821e-09 1.0122088380930895e-09 9.379496861442054e-10 7.113198943227125e-10 9.259574726592881e-10 1.1412144441739054e-09
-1.224 6.944309662879376e-10 8.389026217515593e-10 1.5213424873247103e-09 1.291685756174814e-09 1.0584984129406754e-09 1.0262171586104935e-09 9.521787888725771e-10 7.256340756941585e-10 9.410760842580842e-10 1.1576144253576206e-09
-1.2224 6.987241512937033e-10 8.525220322102302e-10 1.5400500179636343e-09 1.306081414214014e-09 1.0750792416854968e-09 1.040338657613116e-09 9.665278127231556e-10 7.400741672070297e-10 9.562604621915945e-10 1.1741205414236974e-09
-1.2208 7.030364234475934e-10 8.662574400745085e-10 1.5588978245671848e-09 1.3205792362117321e-09 1.0917974597275434e-09 1.0545733351009554e-09 9.809967576959391e-10 7.546401688613246e-10 9.71573508623929e-10 1.1904130973701908e-09
-1.2191999999999998 7.073677827496091e-10 8.834630814952815e-10 1.5778859071353697e-09 1.3351792221679732e-09 1.1086530670668218e-09 1.0689211910740181e-09 9.95585623790934e-10 7.693320806570488e-10 9.870152235550955e-10 1.2067998659223508e-09
-1.2176 7.117182291997487e-10 9.684172245526084e-10 1.5970142656681788e-09 1.3498813720827295e-09 1.1256460637033238e-09 1.0833822255322944e-09 1.010294411008131e-09 7.841499025941935e-10 1.002585606985083e-09 1.2232409538448975e-09
-1.216 7.160877627980134e-10 1.0573374025478606e-09 1.6162829001656214e-09 1.364685685956007e-09 1.1427764496370552e-09 1.0979564384757936e-09 1.0251231193475378e-09 7.990936346727653e-10 1.0182846589139009e-09 1.23981376354693e-09
-1.2144 7.20476383544403e-10 1.1502236154810283e-09 1.6356918106276923e-09 1.3795921637878047e-09 1.1600442248680136e-09 1.1126438299045102e-09 1.0400717488091511e-09 8.141632768927638e-10 1.0341123793415447e-09 1.2565182950284452e-09
-1.2128 7.248840914389166e-10 1.2075438952551286e-09 1.6552409970543899e-09 1.3946008055781191e-09 1.1774493893961994e-09 1.1274443998184441e-09 1.0551402993929694e-09 8.293588292541841e-10 1.0500687682680136e-09 1.2733545482894397e-09
-1.2111999999999998 7.293108864815565e-10 1.2542518483858944e-09 1.674930459445723e-09 1.4097116113269582e-09 1.1949919432216164e-09 1.1423581482176003e-09 1.0703287710989993e-09 8.446802917570341e-10 1.0661538256933127e-09 1.290322523329923e-09
-1.2096 7.337567686723197e-10 1.299869711295212e-09 1.694646744855316e-09 1.4249311101531214e-09 1.2128284429201055e-09 1.1573850751019706e-09 1.0856371639272308e-09 8.60127664401306e-10 1.082367551617434e-09 1.3074222201498816e-09
-1.208 7.382217380112083e-10 1.3443974839830996e-09 1.7143925966049072e-09 1.4402883794844328e-09 1.233331761878048e-09 1.172453260059686e-09 1.1010654778776722e-09 8.757009471870047e-10 1.0987099460403846e-09 1.324653638749327e-09
-1.2064 7.427057944982217e-10 1.3890914457751774e-09 1.734250332433341e-09 1.4557472058631652e-09 1.2540560571563379e-09 1.1874796441284133e-09 1.1166137129503207e-09 8.914001401141285e-10 1.1150187670624788e-09 1.342016779128254e-09
-1.2048 7.471684815078348e-10 1.436668093237077e-09 1.7542103735896062e-09 1.4713075892893187e-09 1.2749424298503564e-09 1.2024707443548006e-09 1.1322818691451738e-09 9.07225243182676e-10 1.131639267560366e-09 1.3595116412866617e-09
-1.2031999999999998 7.516436730232626e-10 1.4816063429989582e-09 1.774306648144197e-09 1.4869695297628987e-09 1.2959908799601148e-09 1.2175705194390682e-09 1.1480699464622382e-09 9.231762563926524e-10 1.1484610414931845e-09 1.37688553713812e-09
-1.2016 7.562086181528895e-10 1.5239061950607933e-09 1.7945391560970979e-09 1.502733027283896e-09 1.3172014074856005e-09 1.232778969381209e-09 1.1640597225589444e-09 9.392531797440506e-10 1.1654102468654056e-09 1.394231115556876e-09
-1.2 7.60792167719498e-10 1.5635676494226003e-09 1.8149078974483212e-09 1.5185980818523174e-09 1.338574012426822e-09 1.2480960941812289e-09 1.1804253677703273e-09 9.55456013236876e-10 1.182486883677036e-09 1.411703597633099e-09
-1.1984 7.653943217230881e-10 1.600591050544284e-09 1.8354130192139609e-09 1.5345649948874924e-09 1.3598559098372066e-09 1.2635218263687783e-09 1.196912263703635e-09 9.714810188940461e-10 1.1996911429700376e-09 1.4293029185734214e-09
-1.1968 7.70015080163659e-10 1.6351838491774017e-09 1.8560546684101137e-09 1.5505225171622287e-09 1.3811411198317923e-09 1.279056098473507e-09 1.2134323306282485e-09 9.874212783749981e-10 1.217023215786372e-09 1.44702901358447e-09
-1.1951999999999998 7.746544430412125e-10 1.6672090406197782e-09 1.8767313039137753e-09 1.566274063352682e-09 1.4025743948405395e-09 1.2946989104954216e-09 1.2300354810402356e-09 1.00348205911286e-09 1.2344430779132338e-09 1.4648818826662539e-09
-1.1936 7.793124103557458e-10 1.6940455110816073e-09 1.8974395472788792e-09 1.5819146376592147e-09 1.42396189677336e-09 1.3104502624345132e-09 1.2466011028081433e-09 1.0195952107108516e-09 1.2518443016300667e-09 1.482861525818762e-09
-1.192 7.839889821072612e-10 1.70681140772883e-09 1.918282250026964e-09 1.5976501683558455e-09 1.4455048430413072e-09 1.3263101542907893e-09 1.2630036813156381e-09 1.0356736521188785e-09 1.2693713269773136e-09 1.5044859526542046e-09
-1.1904 7.886841582957584e-10 1.7096005572228246e-09 1.939259412158026e-09 1.613480655442573e-09 1.4672032336443838e-09 1.3422785860642471e-09 1.279481612045253e-09 1.324271817708178e-09 1.2870241539549716e-09 1.5277683337033995e-09
-1.1888 7.933979389212357e-10 1.7021630017877406e-09 1.9603710336720617e-09 1.6294060989193947e-09 1.4890570685825845e-09 1.3583555577548828e-09 1.2960738288844466e-09 1.4439326753280925e-09 1.3048027825630378e-09 1.5512373081894447e-09
-1.1871999999999998 7.981303239836959e-10 1.6810914782543346e-09 1.981617114569081e-09 1.6454264987863152e-09 1.511066347855918e-09 1.3745410693627056e-09 1.3127803318332253e-09 1.5280987132659642e-09 1.3227072128015202e-09 1.574892876112346e-09
-1.1856 8.028813134831363e-10 1.641547384178868e-09 2.0029976548490716e-09 1.6615418550433297e-09 1.5332310714643691e-09 1.3909246168169582e-09 1.3296011208915806e-09 1.604776594164317e-09 1.3407374446704084e-09 1.5987350374720937e-09
-1.184 8.076509074195583e-10 1.7052913573477945e-09 2.0245126545120404e-09 1.6777521676904413e-09 1.5555512394079531e-09 1.4081030976438288e-09 1.3465361960595186e-09 1.6739663180231865e-09 1.3588934781697105e-09 1.622763792268696e-09
-1.1824 8.124391057929621e-10 1.66931958974263e-09 2.046162113557989e-09 1.694057436727648e-09 1.5780268516866637e-09 1.4254100312678858e-09 1.3635855573370388e-09 1.7436227785042629e-09 1.3771753132994235e-09 1.6469791405021498e-09
-1.1808 8.172459086033466e-10 1.6101725065127137e-09 2.0679460319869114e-09 1.710457662154951e-09 1.6188066207402313e-09 1.4428454176891263e-09 1.380749204724136e-09 1.8058601855465094e-09 1.395582950059545e-09 1.671381082172453e-09
-1.1791999999999998 8.220713158507132e-10 1.4736704182110405e-09 2.0898644097988153e-09 1.7280024235188785e-09 1.6704552942034061e-09 1.4604092569075618e-09 1.3980271382208196e-09 1.8552648809389886e-09 1.4141163884500812e-09 1.6959696172796135e-09
