step tcv left right
0 0.010040648731186885 -0.20370138287051523 0.20390443189315516
1 0.011139889456188552 -0.20663609205803946 0.2071381725584562
2 0.011528880848390594 -0.2091374199863535 0.2103770794185374
3 0.011864576624838984 -0.21197005701265342 0.21362621620077257
4 0.012328414554788274 -0.2153946661124039 0.21631366579725092
5 0.012526239435534674 -0.21826100899337192 0.21914592131911603
6 0.012922417075038077 -0.2206987177089312 0.22185768884469165
7 0.013229813183578038 -0.22339020792451422 0.2252786038072768
8 0.013547437684550481 -0.2257649801248552 0.22848396205140875
9 0.013797508722185617 -0.22863801804299833 0.2314090330891384
10 0.014192260074354998 -0.23112469474638372 0.23430880930815884
11 0.014538789380598072 -0.23354161190996592 0.23752228273321313
12 0.014920750194885757 -0.23601015725653776 0.2406315550333375
13 0.01538864157695457 -0.2393385587165645 0.24329832053976264
14 0.015620402402016896 -0.24256844322224008 0.24633540815179455
15 0.016077976133772695 -0.245503137701906 0.24966024344093138
16 0.016497665540387587 -0.24818066419823823 0.2526855299183841
17 0.016759753259251064 -0.25092952126437895 0.2558740904626882
18 0.017203888189449314 -0.2542059443395981 0.259047817203575
19 0.017619024671710885 -0.2573230598988913 0.2620783608195693
20 0.017820732504619165 -0.26088076086067274 0.26515961757570444
21 0.018451676873227775 -0.26491663205591076 0.2685421262754861
22 0.018981880609985527 -0.2676127010723344 0.2715018053859233
23 0.01934895733939277 -0.2707102472280407 0.27484522045858967
24 0.019655258334957237 -0.27413136908582164 0.2779869481898058
25 0.020265165451176542 -0.2774547054775474 0.2822348286100729
26 0.020973245851771183 -0.28057334516036503 0.2857472968911954
27 0.02115710997054973 -0.2838710036065375 0.28877919549195413
28 0.021666425899596057 -0.2867493164792829 0.29166735186976434
29 0.02202986030330624 -0.2897316794712648 0.2946596974433857
30 0.022493381970410682 -0.29326868501842496 0.29748110713771597
31 0.022976652303402408 -0.2969679667532522 0.30126081316064823
32 0.023554019092951416 -0.30009957171280066 0.3042789050157051
33 0.024171736215162283 -0.30322238605077223 0.30706026598797675
34 0.024628711710555765 -0.30638018877480255 0.31042669963623737
35 0.02515658805196801 -0.3091542746197538 0.314046365905275
36 0.025576139397352628 -0.31209134645740794 0.3168339524967987
37 0.026150440173597533 -0.31575730874908664 0.31938500015987786
38 0.026554813838580046 -0.31929375522732356 0.3222656195848428
39 0.027126485745777276 -0.32278556940598613 0.32553772019441407
40 0.02755721042550153 -0.3260803256732759 0.3291102972060591
41 0.028221228565941267 -0.33058792915621604 0.33259504918584587
42 0.028967878484709223 -0.33377620051190726 0.3362601467034577
43 0.029476908701288457 -0.33866528601858015 0.3396465735890172
44 0.030218279126885992 -0.3438896758064576 0.343141222239288
45 0.03101801446041371 -0.34742481182660645 0.3468861111076349
46 0.03148203974434146 -0.35090079587388034 0.3504170594871656
47 0.03225588788914365 -0.35422955218331864 0.3557223892669003
48 0.03284953859212048 -0.35787752378250776 0.35992634716575667
49 0.03361777719401473 -0.3610780482676722 0.36395176007147223
50 0.034170084885661874 -0.3652855186079416 0.36859400955259225
51 0.03509558972073667 -0.36811760951607453 0.3733990728103942
52 0.03573742354880065 -0.37137565616693213 0.37811454083093177
53 0.036492182298161854 -0.3766128708669339 0.38131850279077445
54 0.037241890531759254 -0.37986496954148735 0.3862457034521541
55 0.0380697204772991 -0.3832986881796213 0.38966865122249444
56 0.03863090380505823 -0.3871824510826364 0.3927083842787276
57 0.03966530216762648 -0.3904337104746976 0.3958613412894628
58 0.039975818805109635 -0.39367606961853296 0.4006963579880524
59 0.04093999130410227 -0.3984475763611969 0.405640961092242
60 0.04183990243622406 -0.4032869632911464 0.40969628476589515
61 0.04258064741518503 -0.408199705844648 0.4128609032420793
62 0.04359819282258728 -0.41300621251583985 0.41655688885954967
63 0.04450212275115355 -0.4164255646527937 0.42164079522992526
64 0.04537739585468806 -0.4215211428063581 0.4251613970875792
65 0.04616560755917998 -0.42504570852882806 0.42993757697883106
66 0.04709200228917898 -0.42834439776051497 0.43437274322221375
67 0.04774977054043607 -0.432309616243232 0.43936260499795565
68 0.048648333780394654 -0.43786161389598055 0.44502589081273114
69 0.050030706701482186 -0.44130249149380407 0.44957776621215984
70 0.05086177147106913 -0.44625377759572504 0.4551660648146265
71 0.05186773107598185 -0.4520300947051731 0.4596510754700146
72 0.0528418074378056 -0.45574365721884114 0.46377450394859054
73 0.05395968270451107 -0.45932429225090815 0.46951102809515544
74 0.054914849626194494 -0.46530623533330023 0.4752537696619949
75 0.05635555189686968 -0.4686449200139101 0.48077822388444724
76 0.05733468241583765 -0.4735247016828603 0.4851902820514622
77 0.05829276951487799 -0.4785455464251425 0.49039791891368734
78 0.05967894106948603 -0.48401164188308776 0.4943781640121623
79 0.06085001365517302 -0.4898223611235833 0.49979051481722464
80 0.06209547162338269 -0.495976654991843 0.5039597799109222
81 0.06319013912868635 -0.5014216059938792 0.5096851710595751
82 0.06468499810049325 -0.5073505485324931 0.515848119174689
83 0.06577632030933517 -0.5133417336331848 0.5206676160072934
84 0.06748177904558636 -0.5188635365997062 0.525258166035636
85 0.06869236585484394 -0.524330718524376 0.5295279865040792
86 0.06955577009218113 -0.5304843566339565 0.5363018239523115
87 0.07125201344055818 -0.534032590169265 0.5422379983275885
88 0.07232482179487348 -0.5401645110201637 0.5491698062739543
89 0.07412728608298974 -0.546901553260768 0.5548844716042093
90 0.07542603258458191 -0.5529698669007743 0.5611409131665788
91 0.07717380645201964 -0.5577879670460529 0.5670765855818458
92 0.07848259819845176 -0.5634860884993459 0.573858708301968
93 0.08034780862869134 -0.569734080275612 0.5798420474601853
94 0.08197259204618235 -0.5763000007593979 0.585642680177765
95 0.0833720018792904 -0.5825119653101726 0.5915763881943563
96 0.08509053656937202 -0.5886697878063395 0.5976132999249089
97 0.08663607926730611 -0.595038925063844 0.6040025497185125
98 0.0882064752882517 -0.6011768206997958 0.6104641811813049
99 0.09004675581419723 -0.6077180878339419 0.6158263870043088
