step tcv left right
0 0.01004064873135809 -0.20370135913969095 0.20390442112934642
1 0.009614689436405921 -0.20668176603859095 0.2071267458485702
2 0.010006677604517834 -0.2088812544035313 0.20936831594173477
3 0.010229216357622046 -0.21120127397244148 0.21232084798133946
4 0.010538288898122004 -0.21341442037890046 0.2145869870609544
5 0.010682675053761947 -0.2164040888246977 0.21734835884227235
6 0.01108285753480151 -0.21882739857347933 0.21951340923704127
7 0.011300954109061996 -0.22131452089091816 0.22226838154891998
8 0.011542726189887552 -0.22344739903179484 0.22469681314034248
9 0.011832317076325673 -0.22644059267670003 0.22729203987166458
10 0.012070728380254107 -0.22897125221584785 0.2304595508984647
11 0.012467402173268593 -0.23109555894225575 0.233680981578719
12 0.012691408565047064 -0.23415460080882589 0.23663572350860693
13 0.013088317940032068 -0.23727572992040555 0.23900433816318573
14 0.013503447163380622 -0.24040586806994968 0.24161038538082294
15 0.013710476167928925 -0.24326110669054246 0.2444429748499259
16 0.01404597700325701 -0.2461277253390191 0.24683995804251793
17 0.0142593682022947 -0.2488955126845217 0.2498762861747414
18 0.014786583350362434 -0.2513869530651647 0.2535971869437934
19 0.01516971990435431 -0.2539900050974283 0.25667270613995985
20 0.015585675496649064 -0.25638460782924266 0.25940889062079814
21 0.01572927498709704 -0.25911563713127206 0.2625896975228502
22 0.016060681113330432 -0.2617918959501641 0.26568034941536417
23 0.016523772352236246 -0.26469073284373956 0.26869972014098104
24 0.016988054715379584 -0.2680395688165036 0.2717778508263682
25 0.017270271571232287 -0.2709132975434104 0.274222366116127
26 0.017674723858023177 -0.27470294016463404 0.27662138407894743
27 0.018040540051599663 -0.27780366647559057 0.279283942468179
28 0.01845567114735539 -0.28077624946641205 0.28172927916723445
29 0.01881572561739207 -0.28391221682203843 0.28414925536845803
30 0.019381882256641517 -0.28660765570112545 0.2871100892872823
31 0.01973445672211042 -0.28903982868872413 0.2907208895723792
32 0.020029304207554766 -0.29147193111697056 0.29373641454428834
33 0.0204896742664662 -0.29411974747596886 0.2968696792136075
34 0.020826433383606208 -0.296692530864427 0.29994220482087464
35 0.021456512989374562 -0.2992106205211067 0.3036325918671505
36 0.021775582909016187 -0.3018847525952636 0.3066004749305974
37 0.022268507111784765 -0.3051152485780997 0.3091316303957569
38 0.022767427890115613 -0.3081856305366468 0.31212556797402247
39 0.023151367451394126 -0.3112368385945074 0.3143782781062676
40 0.02348048087594578 -0.31581572561503285 0.31707754221550016
41 0.024080775340156672 -0.32002122748404327 0.31972657003964783
42 0.024571438784716067 -0.3230377523613015 0.3226108258154298
43 0.02518091853643911 -0.32615925558729914 0.32533652849114947
44 0.025583625946744692 -0.330565694996417 0.3281251497578536
45 0.026228985936495818 -0.33330720623718946 0.33223158872285313
46 0.026842161089601888 -0.3367674044905174 0.33509958842175014
47 0.02731295756079341 -0.33991311615153774 0.3382043797596914
48 0.028094824631466002 -0.34312413489417337 0.3423362788605436
49 0.02850895956730688 -0.3462156211577306 0.34564413703443125
50 0.0292119960628273 -0.35067067537215524 0.34929952871964426
51 0.029802702716698246 -0.35389365944315837 0.35244026800496914
52 0.03033449162697748 -0.3591976987095265 0.35490877060668735
53 0.030930112194458022 -0.3624957514935167 0.35783339942237974
54 0.03157944429308954 -0.3657518316948893 0.3607288150493958
55 0.032188818214920145 -0.36900140942826537 0.36426931147036123
56 0.032731826073414856 -0.3739313098952579 0.36911835173094293
57 0.03380135033384746 -0.3771934803152574 0.374011936101488
58 0.03452094944430574 -0.3806355068317777 0.379357181793175
59 0.03537457440485619 -0.3836182677175311 0.38321718696446144
60 0.035820900011711725 -0.3882158546431858 0.3864414317746505
61 0.03656031029916435 -0.39252274016428623 0.39141707009508886
62 0.037217801702311364 -0.3955976731460986 0.39684628086905194
63 0.038243743082718114 -0.398657289342359 0.4021790758200218
64 0.03915915013884371 -0.40314894945734114 0.4050600097268882
65 0.03997768433609241 -0.40744703460777654 0.4082838583301821
66 0.04064258431337742 -0.4103509916556799 0.4124064388313804
67 0.041418733774373544 -0.4134076844620032 0.4163234358052759
68 0.04200885009394456 -0.41788707688766 0.4211009269099064
69 0.04311249962269647 -0.42074460371015066 0.4256732389470502
70 0.043879391373812374 -0.4241403142405011 0.4295085606319995
71 0.04476234575783827 -0.42789299377827134 0.4333417087826046
72 0.04536741366827234 -0.4310990547986401 0.4370186916434443
73 0.04604024803881692 -0.4354848207379408 0.4424757458745501
74 0.047200023213913526 -0.438654515356332 0.44672724877265657
75 0.04814896056808486 -0.4431932106216917 0.45289657953179796
76 0.049271885972275706 -0.44801856195436995 0.4569007990861762
77 0.05019130516405441 -0.4512526092371086 0.46217009805429854
78 0.0512157070874948 -0.45604780128860917 0.46662699759945614
79 0.05209864469372018 -0.46123876763514743 0.4721026325890487
80 0.05347608147703479 -0.46653133410701875 0.4780817137666559
81 0.05470044990602696 -0.4726436093331322 0.48355447578911637
82 0.0558505373637304 -0.47886111465937975 0.4887860274316636
83 0.05704441944528588 -0.48469492452773755 0.4939256986591485
84 0.058690557128946476 -0.49063078112419095 0.5002110737934082
85 0.06015571311386597 -0.4961970801495375 0.504968005826802
86 0.06119506297286904 -0.5017088524757595 0.5084365901829606
87 0.06247402281113215 -0.5079314451878159 0.5128838765806577
88 0.06358530778949616 -0.5118379427195764 0.5180148536266886
89 0.06478065445038668 -0.518343608160912 0.521884885871218
90 0.0660123981948752 -0.523491334696956 0.5276531119552842
91 0.06726913703839825 -0.5284461718876635 0.5333651424091017
92 0.06902837409668398 -0.5336097021505697 0.5388101921256605
93 0.07009503228628308 -0.5391550116776125 0.5446758352977309
94 0.07168681847803408 -0.5454887944832119 0.5507610525877572
95 0.07311726050649824 -0.5495159092410877 0.5568198912672755
96 0.07481236547641623 -0.555958033605776 0.5631378251958755
