step tcv left right
0 0.010218432855095445 -0.20240196808500924 0.2024179471613416
1 0.01012651672222213 -0.20521442424737593 0.20502182490186954
2 0.010360360500470404 -0.2076948194390236 0.20782584737947798
3 0.010621714596473859 -0.2101925593095943 0.21010657817164244
4 0.010916270959897586 -0.21276309141409142 0.2129395128362246
5 0.011181099736645918 -0.21528284341901097 0.21541411400948254
6 0.011454216686315466 -0.2178421436952901 0.21777121229193375
7 0.011693237102122968 -0.22035426958446386 0.22048690560230322
8 0.011977263998964352 -0.2228337797278271 0.22309045071758593
9 0.012322703824929388 -0.22532296261006315 0.22607623989303685
10 0.012574508912606015 -0.22781796369094456 0.2284752433432956
11 0.012887128067044352 -0.2302407129491148 0.23115246195007305
12 0.01319414313564207 -0.23256110926511633 0.23358530730744392
13 0.013491324101189195 -0.23509534272295926 0.23590471018662812
14 0.013759835532792093 -0.2375645450973488 0.2384882515632277
15 0.014059478696609659 -0.2400566240997101 0.24099421336723342
16 0.014398536506859178 -0.2425434006904309 0.24368841466232155
17 0.014685246247238683 -0.24510259530719433 0.2464499087658064
18 0.014993017799349138 -0.24765250730862165 0.24900492534570046
19 0.015359813852324083 -0.25010834526222075 0.2518848227126561
20 0.01570768513740003 -0.25263844764191445 0.25523319330689026
21 0.016053334657197774 -0.2551382985368593 0.2577292356978524
22 0.016405686812432197 -0.25763254604351654 0.26061423951725204
23 0.016792337665123374 -0.260229241037166 0.2637301790619682
24 0.017151556588530494 -0.26363900236503596 0.26619908376616086
25 0.01754440169724903 -0.2661345603222625 0.2686990449514634
26 0.017817070205856662 -0.2696982938730991 0.27117413710189775
27 0.018302403838421286 -0.2726320082063309 0.2742409754523249
28 0.018688877231010446 -0.2751620501929037 0.27715838421505046
29 0.019081782339364955 -0.2777173308870924 0.2802606499890175
30 0.019525232759903408 -0.28023573438008004 0.2831728843287006
31 0.019873726273276517 -0.28275188381673055 0.28611344978953845
32 0.020301044434585993 -0.28614744889868476 0.2899706044768522
33 0.020821256979274384 -0.2892183881588001 0.29331512477548544
34 0.02127378547788309 -0.29224165739345803 0.29647269154858635
35 0.021759292930131232 -0.295701046070112 0.3002533820039923
36 0.022335944063154003 -0.29887188521065017 0.3041056032082387
37 0.022828363729010044 -0.30218980952225705 0.3079337456585354
38 0.023403054370777814 -0.30533502453364225 0.3109349396095419
39 0.02392244943944561 -0.30931758601201464 0.31415774900690285
40 0.024481861912944367 -0.312378343666249 0.3183606011629206
41 0.025052717941628763 -0.31570313279899176 0.3216043427019892
42 0.025610198113560426 -0.3192374758938734 0.3247128089810182
43 0.026134787483048507 -0.3224536451999125 0.3280774811066797
44 0.026718338847700755 -0.32593695226464847 0.33143625067206406
45 0.027238852762414573 -0.3291361775436244 0.33503307595492604
46 0.027842508761537148 -0.3335334902519389 0.339159383125435
47 0.028531997758091475 -0.33674578431836955 0.34323782910721057
48 0.029138261293543615 -0.33996473141243194 0.34639254161533417
49 0.029730407355101914 -0.34332668924956966 0.34989840724675475
50 0.030349545945008303 -0.34662988940468625 0.3532499489347071
51 0.030977562660804436 -0.3507474280180127 0.35758533066599724
52 0.03168372202287891 -0.3539701694892331 0.36206133422132264
53 0.03238564737518204 -0.3575700761735229 0.3665483463161883
54 0.0331712519206565 -0.36171407386860743 0.3708790853971749
55 0.03393623448137284 -0.36634173685826776 0.3743141053140486
56 0.03472630064911456 -0.37089215553468907 0.37847846979541916
57 0.035540740347505886 -0.3756973782911248 0.38249536471981854
58 0.036367199979268176 -0.3805118662030292 0.38588443759382796
59 0.037097140294965414 -0.38525494890760326 0.3893932175263537
60 0.03798715929792648 -0.38974616807005436 0.39430285207192833
61 0.03881108450031024 -0.3945702396674301 0.39895621864832853
