x cod
-0.25 1.1498724836557854e-07
-0.24 1.1254102757866361e-07
-0.23 5.710507551762285e-08
-0.22 -1.01534485118687e-07
-0.21 -3.175603686285495e-06
-0.2 -0.0036237368794824055
-0.19 0.00973864989895406
-0.18 0.013399791635289256
-0.16999999999999998 0.016099464063130314
-0.16 0.018339377200993188
-0.15 0.020147003853062055
-0.14 0.02177350915376273
-0.13 0.02309734811999317
-0.12 0.02432565853640605
-0.10999999999999999 0.025356767475440956
-0.1 0.026293943269305363
-0.09 0.027116394639549388
-0.07999999999999999 0.02782351403342991
-0.07 0.02844837252205652
-0.06 0.0289451146338898
-0.04999999999999999 0.029415663091396694
-0.04000000000000001 0.029781519014829918
-0.03 0.03002703505742119
-0.01999999999999999 0.03022126778585458
-0.010000000000000009 0.0303292456801585
0.0 0.030369015870139543
0.010000000000000009 0.030330666701588783
0.020000000000000018 0.03021945358224298
0.030000000000000027 0.030021371109999535
0.03999999999999998 0.02977057457191225
0.04999999999999999 0.029384911848052853
0.06 0.028966269647355818
0.07 0.028456738350841834
0.08000000000000002 0.027841750309130196
0.09000000000000002 0.027138532539100455
0.09999999999999998 0.026283607947534857
0.10999999999999999 0.025365013696264864
0.12 0.024365447510028778
0.13 0.023056515166617463
0.14 0.021723187894601717
0.15000000000000002 0.02016989308647526
0.15999999999999998 0.018323085641569595
0.16999999999999998 0.016108865627696516
0.18 0.013354886148299817
0.19 0.00976142095849617
0.2 -0.0014736123836215614
0.21000000000000002 -2.8380277673766012e-06
0.21999999999999997 -2.2126511757609217e-07
0.22999999999999998 9.24196493403196e-08
0.24 1.229572690124258e-07
0.25 1.1183541301534242e-07
