x cod
-0.25 -1.522477975852299e-05
-0.24 -3.6938697108496096e-05
-0.23 -7.939192647154041e-05
-0.22 -0.00023322627616792946
-0.21 -0.0006857999726346071
-0.2 0.0036805007302693226
-0.19 0.012053000678925306
-0.18 0.015165591388076464
-0.16999999999999998 0.017451474354411148
-0.16 0.019373471996427794
-0.15 0.020955468469507733
-0.14 0.022251693920233396
-0.13 0.02348078440059949
-0.12 0.024531280277213893
-0.10999999999999999 0.025453592408780132
-0.1 0.026310834388927205
-0.09 0.026968642112616112
-0.07999999999999999 0.02757728617510425
-0.07 0.028167828914235974
-0.06 0.028599186888638474
-0.04999999999999999 0.028992257116152432
-0.04000000000000001 0.029307847739653496
-0.03 0.029543896876152366
-0.01999999999999999 0.029703348707943663
-0.010000000000000009 0.029811806249654522
0.0 0.029839487026084386
0.010000000000000009 0.02982070872856518
0.020000000000000018 0.029725663016864703
0.030000000000000027 0.029557912686546724
0.03999999999999998 0.029342880297697903
0.04999999999999999 0.028999787859706503
0.06 0.028652780160480253
0.07 0.028179189581837606
0.08000000000000002 0.02763932947918707
0.09000000000000002 0.026995273210955736
0.09999999999999998 0.026302492449893338
0.10999999999999999 0.02554283591742304
0.12 0.02460506476848115
0.13 0.0235439646723332
0.14 0.02231420847759278
0.15000000000000002 0.020980689136290087
0.15999999999999998 0.019337948098666766
0.16999999999999998 0.017585820288706776
0.18 0.01536104874752836
0.19 0.012262616112067188
0.2 0.004710178911287352
0.21000000000000002 -0.0004229966944968507
0.21999999999999997 -0.0001631996250686474
0.22999999999999998 -0.0001210624306535947
0.24 -4.05562597431854e-05
0.25 -1.7188780545220257e-05
