x cod
-0.25 1.0459206901967999e-07
-0.24 1.0108942633249115e-07
-0.23 4.628370540595267e-08
-0.22 -1.1005410415035133e-07
-0.21 -3.0989331122303484e-06
-0.2 -0.003521244984829453
-0.19 0.009462985156507557
-0.18 0.013020512919349074
-0.16999999999999998 0.015643780668014105
-0.16 0.017820299650640734
-0.15 0.019576767057827606
-0.14 0.0211572383420467
-0.13 0.02244360971806029
-0.12 0.02363715595642003
-0.10999999999999999 0.024639082388934058
-0.1 0.025549733836660683
-0.09 0.026348907862251827
-0.07999999999999999 0.027036013993409748
-0.07 0.027643187318251654
-0.06 0.028125870259224802
-0.04999999999999999 0.02858310078947993
-0.04000000000000001 0.028938602025788556
-0.03 0.029177169372439526
-0.01999999999999999 0.029365904858223414
-0.010000000000000009 0.029470826785164748
0.0 0.02950947150684621
0.010000000000000009 0.02947220780253231
0.020000000000000018 0.029364142367778533
0.030000000000000027 0.029171666138427702
0.03999999999999998 0.02892796784557849
0.04999999999999999 0.028553220335602033
0.06 0.02814642661260379
0.07 0.027651316244346753
0.08000000000000002 0.027053733690787923
0.09000000000000002 0.02637041870545728
0.09999999999999998 0.025539690645368873
0.10999999999999999 0.024647094836073455
0.12 0.023675818452696153
0.13 0.02240393204171306
0.14 0.02110834111243529
0.15000000000000002 0.01959900774897583
0.15999999999999998 0.017804469124641543
0.16999999999999998 0.01565291611147996
0.18 0.01297687864046866
0.19 0.009485111738932813
0.2 -0.001431982366270275
0.21000000000000002 -2.7697648408180124e-06
0.21999999999999997 -2.2566256723796275e-07
0.22999999999999998 7.982402407835379e-08
0.24 1.1103209180175808e-07
0.25 1.0178362131218341e-07
