x cod
-0.25 1.2601525851707718e-07
-0.24 1.247261043074712e-07
-0.23 6.874140907982826e-08
-0.22 -9.198959513426768e-08
-0.21 -3.2511206597614286e-06
-0.2 -0.003726222867841078
-0.19 0.010014318408710532
-0.18 0.01377907386572545
-0.16999999999999998 0.016555150846372456
-0.16 0.01885845816642955
-0.15 0.020717244059910222
-0.14 0.022389783455076445
-0.13 0.023751090064107777
-0.12 0.02501416470287451
-0.10999999999999999 0.026074456190915574
-0.1 0.027038156369126168
-0.09 0.027883885109065552
-0.07999999999999999 0.028611017809659415
-0.07 0.02925356151142239
-0.06 0.029764362822020204
-0.04999999999999999 0.030248229253153267
-0.04000000000000001 0.03062443989271067
-0.03 0.030876904639083217
-0.01999999999999999 0.031076634616268035
-0.010000000000000009 0.031187668475415303
0.0 0.03122856412333555
0.010000000000000009 0.031189129478829125
0.020000000000000018 0.0310747686610523
0.030000000000000027 0.030871079924393193
0.03999999999999998 0.03061318511822404
0.04999999999999999 0.03021660716324436
0.06 0.02978611647342754
0.07 0.02926216423357241
0.08000000000000002 0.028629770667913012
0.09000000000000002 0.027906650106051468
0.09999999999999998 0.027027528917963315
0.10999999999999999 0.026082936174915305
0.12 0.02505508018198697
0.13 0.023709101859860873
0.14 0.02233803817857517
0.15000000000000002 0.020740781902585853
0.15999999999999998 0.018841705572065357
0.16999999999999998 0.016564818483772576
0.18 0.013732897118911767
0.19 0.01003773394298832
0.2 -0.001515235665236055
0.21000000000000002 -2.905221794756246e-06
0.21999999999999997 -2.1592272024224852e-07
0.22999999999999998 1.0589997308340069e-07
0.24 1.3563109178986226e-07
0.25 1.22497686978459e-07
