x cod fit noise
-0.1967999999999998 0.0005978193306933 0.00027294037863612175 0.0003248789520571782
-0.1963999999999999 0.0010619360811481 0.0006606285460293293 0.00040130753511877074
-0.1956 8.79360745994705e-05 0.00139980623498559 -0.0013118701603861195
-0.1951999999999998 0.0010244041790879 0.0017521241679787636 -0.0007277199888908637
-0.1947999999999998 0.0019835644597669 0.0020934632048010826 -0.00010989874503418255
-0.1943999999999999 0.0030772641545557 0.0024242103099823 0.0006530538445734002
-0.1939999999999999 0.0032404923758801 0.00274472963064909 0.00049576274523101
-0.1936 0.0026036558524914 0.003055395558476448 -0.00045173970598504825
-0.1931999999999998 0.0027798353936842 0.0033565470948815346 -0.0005767117011973347
-0.1927999999999998 0.0033774797666678 0.0036485265009105206 -0.0002710467342427205
-0.1923999999999999 0.0043171128796528 0.003931668121367693 0.000385444758285107
-0.1919999999999999 0.0049627700386853 0.00420629046857357 0.0007564795701117295
-0.1916 0.0042928246450088 0.004472693894058466 -0.00017986924904966634
-0.1911999999999998 0.0043792013756248 0.004731185268610716 -0.00035198389298591627
-0.1907999999999998 0.0050083870634199 0.004982056561857462 2.633050156243804e-05
-0.1903999999999999 0.0052225232996901 0.005225577857345343 -3.054557655242894e-06
-0.1899999999999999 0.0049272713578556 0.005462025757879019 -0.000534754400023419
-0.1896 0.0065986760869355 0.005691662896424532 0.000907013190510968
-0.1891999999999998 0.0077694615840343 0.005914745852351189 0.0018547157316831115
-0.1887999999999998 0.0083564025066841 0.0061315144412219524 0.0022248880654621474
-0.1883999999999999 0.0070820533302652 0.006342210341244936 0.0007398429890202642
-0.1879999999999999 0.005044693807844 0.006547064054757357 -0.0015023702469133563
-0.1876 0.0048343484976347 0.006746293045580387 -0.0019119445479456867
-0.1871999999999998 0.0057189405645727 0.0069401138462126255 -0.0012211732816399257
-0.1867999999999998 0.0067980782441321 0.007128740195184946 -0.0003306619510528462
-0.1863999999999999 0.0073317733613701 0.00731235696002841 1.9416401341690315e-05
-0.1859999999999999 0.0075035209633192 0.007491174153983593 1.2346809335607098e-05
-0.1856 0.0078696389443019 0.00766536733135581 0.00020427161294609038
-0.1851999999999998 0.0088724404476198 0.007835122290998697 0.0010373181566211021
-0.1847999999999998 0.010050295835122 0.008000613190233707 0.0020496826448882927
-0.1843999999999999 0.0081476260821455 0.008162001613527536 -1.4375531382036094e-05
-0.1839999999999999 0.0074100831390645 0.008319458924233913 -0.0009093757851694135
-0.1835999999999999 0.0081240405047604 0.008473136462271214 -0.00034909595751081435
-0.1831999999999998 0.0087402224257903 0.008623184636235237 0.00011703778955506235
-0.1827999999999998 0.0086629603095386 0.008769750595092773 -0.00010679028555417303
-0.1823999999999999 0.0087928724753585 0.008912972174584866 -0.00012009969922636629
-0.1819999999999999 0.0092344236590363 0.00905298488214612 0.0001814387768901797
-0.1815999999999999 0.0095515651401588 0.009189915843307972 0.00036164929685082725
-0.1811999999999998 0.0096788477302774 0.009323895443230867 0.00035495228704653277
