x cod
-0.25 8.563015908538276e-08
-0.24 8.030274135111996e-08
-0.23 2.69980485418081e-08
-0.22 -1.24199593178468e-07
-0.21 -2.942211735603617e-06
-0.2 -0.003316244129527676
-0.19 0.008911666573433551
-0.18 0.012261965549321022
-0.16999999999999998 0.014732423656656349
-0.16 0.016782154422286158
-0.15 0.018436303340862926
-0.14 0.01992470681029741
-0.13 0.021136143116153867
-0.12 0.022260161170085634
-0.10999999999999999 0.023203722619274558
-0.1 0.02406132550801207
-0.09 0.024813944976727984
-0.07999999999999999 0.025461024672390472
-0.07 0.026032827784533447
-0.06 0.026487392523206237
-0.04999999999999999 0.02691798732829887
-0.04000000000000001 0.02725277924937821
-0.03 0.02747744924741191
-0.01999999999999999 0.027655190273394296
-0.010000000000000009 0.02775400026538344
0.0 0.02779039402524195
0.010000000000000009 0.02775530122339484
0.020000000000000018 0.02765353112158999
0.030000000000000027 0.02747226735328476
0.03999999999999998 0.02724276549563055
0.04999999999999999 0.026889848348879645
0.06 0.026506751553289663
0.07 0.026040482977511572
0.08000000000000002 0.025477711372790184
0.09000000000000002 0.02483420181758831
0.09999999999999998 0.02405186671787719
0.10999999999999999 0.023211267667491646
0.12 0.022296570827329793
0.13 0.021098776068717885
0.14 0.019878657684056097
0.15000000000000002 0.018457247134015097
0.15999999999999998 0.01676724596990195
0.16999999999999998 0.014741026934829628
0.18 0.012220873596861564
0.19 0.00893250421843618
0.2 -0.0013487028812178199
0.21000000000000002 -2.6301529522983727e-06
0.21999999999999997 -2.3172960105292053e-07
0.22999999999999998 5.7186675654316177e-08
0.24 8.934289814913239e-08
0.25 8.344235098489617e-08
